article_id,expr_type,value,char_offset
1352.txt,number of years,65 years ,37
1352.txt,month,August,1239
1352.txt,month,April,2876
1160.txt,interval, last season.,907
1160.txt,month,August,791
1160.txt,month,October,1154
808.txt,interval, Westminster Hour,2006
808.txt,interval," Sunday,",2026
808.txt,month,May,1801
808.txt,month,May,2103
1679.txt,interval, a week,536
1679.txt,interval,Today,762
1679.txt,year, 2010,26
1679.txt,year, 2010,101
1679.txt,year, 2010,387
1679.txt,year, 2010,1268
1679.txt,year, 2010,1373
186.txt,interval, the year,200
186.txt,interval, this month.,695
186.txt,interval, past year,1088
186.txt,interval, this year,1306
186.txt,number of years,the year ,201
186.txt,number of years,past year ,1089
186.txt,number of years,this year ,1307
186.txt,year, 2004,558
186.txt,year, 2003,817
186.txt,year, 2005,1179
186.txt,year, 2004,1252
186.txt,year, 2004,1338
186.txt,year, 1405,1856
186.txt,month,December,216
1728.txt,year, 2003,968
1649.txt,interval, 20 years,15
1649.txt,interval, this week,95
1649.txt,interval, 20 years,238
1649.txt,interval," that day,",253
1649.txt,interval, 10 years,563
1649.txt,interval, nine days,895
1649.txt,interval, 20 minutes,1202
1649.txt,interval, nine years,1532
1649.txt,interval, 18 months,1591
1649.txt,number of years,20 years ,16
1649.txt,number of years,20 years ,239
1649.txt,number of years,10 years ,564
1649.txt,number of years,nine years ,1533
1649.txt,dd months yyyy,1 January 1985,185
1649.txt,year, 1973,534
1649.txt,year, 1985,702
1649.txt,year, 1985,908
1649.txt,year, 1983,1662
1649.txt,year, 1993,1939
1649.txt,year, 1994,2014
1649.txt,month,January,985
1317.txt,interval, this season.,345
1317.txt,interval, a week,370
1317.txt,interval," next week,",400
1317.txt,year, 2001,768
1317.txt,year, 2001,935
1317.txt,year, 1960s,1095
1317.txt,year, 1994,1352
1317.txt,year, 1996,1416
1317.txt,month,February,480
1302.txt,interval, last month.,251
1302.txt,interval, this season,536
1302.txt,interval, few weeks,656
1302.txt,month,March,300
1324.txt,interval, Saturday.,161
1324.txt,interval, birthday,1093
1324.txt,interval," Wednesday,",1105
1324.txt,year, 2005,1183
1324.txt,month,September,1229
1324.txt,month,November,1752
379.txt,interval, last year.,1215
379.txt,month,October,908
48.txt,year, 2004,243
48.txt,year, 2005,494
48.txt,year, 2005,663
48.txt,year, 2004,911
48.txt,year, 2004,1296
48.txt,year,mid-2003,1366
48.txt,month,December,786
937.txt,interval, this year.,216
937.txt,interval," one year,",1170
937.txt,interval, each year.,1288
937.txt,interval, Today,2532
937.txt,interval, a year,2949
937.txt,Season, Fall,1842
937.txt,Season, Fall,2036
937.txt,number of years,a year ,2950
937.txt,month,March,1591
851.txt,interval, the day,2520
851.txt,year, 2001,2112
1369.txt,interval, Wednesday.,157
133.txt,interval," a month,",91
133.txt,interval," New Year,",426
133.txt,interval, Monday.,625
133.txt,interval," Friday,",788
133.txt,interval," Monday,",1082
133.txt,year, 2005,1254
133.txt,year, 2006,1263
133.txt,year, 2007,1321
133.txt,month,December,500
133.txt,month,January,1520
75.txt,interval, 18 months,449
75.txt,year, 2003,1155
75.txt,year, 1997,1426
1710.txt,numbers-time-deictic,three months ago,4820
1710.txt,interval, five years,3682
1710.txt,interval, recent months,4089
1710.txt,interval, 30 minutes,4134
1710.txt,interval, three months,4819
1710.txt,year, 2005,35
1710.txt,year, 2005,446
1710.txt,year, 2005,3416
1710.txt,year, 2005,5090
1710.txt,month,April,2678
1710.txt,month,January,3371
1710.txt,month,May,4980
14.txt,interval, second month,69
14.txt,interval, three months,201
14.txt,interval, the year,303
14.txt,interval, last month.,458
14.txt,interval, last year.,1217
14.txt,interval, this year.,1334
14.txt,number of years,the year ,304
14.txt,year, 2004,217
14.txt,year, 2004,481
14.txt,year, 1971,598
14.txt,year, 2004,1131
14.txt,month,December,95
14.txt,month,December,316
14.txt,month,November,333
1177.txt,numbers-time-deictic,five years ago,526
1177.txt,interval, last month,237
1177.txt,interval, five years,525
1177.txt,interval, Saturday.,1167
1177.txt,interval, indoor season,1263
754.txt,interval, two years,1024
754.txt,interval, last week,1164
754.txt,interval, Today,1586
754.txt,interval," Sunday,",1997
754.txt,interval, Bill tomorrow,2336
754.txt,interval, New Year,2422
754.txt,number of years,two years ,1025
754.txt,year, 2008,2621
754.txt,year, 2011,2714
754.txt,year, 2012,2722
1058.txt,interval, two hours,763
1058.txt,interval, 45 minutes,773
1058.txt,interval, this year,1000
1058.txt,interval, four hours,2430
1058.txt,interval, 21 minutes,2445
1058.txt,immediate time,immediately,662
1058.txt,year, 2004,820
1058.txt,year, 2002,2627
1642.txt,interval," a year,",632
1642.txt,interval, each year,1278
1642.txt,number of years,each year ,1279
1642.txt,dd months yyyy, September 2004,2982
1642.txt,dd months yyyy, September 2005,3116
1642.txt,year, 2004,2854
1376.txt,interval, seven years,766
1376.txt,interval," Last year,",1317
1376.txt,year, 2011,12
1376.txt,year, 2011,84
1376.txt,year, 2002,1096
608.txt,interval, Green Day,260
608.txt,interval, this year.,451
608.txt,interval," Green Day,",850
608.txt,interval, 12 months,1098
608.txt,interval, last month.,1183
608.txt,interval, last year.,1298
608.txt,interval, last week,1313
608.txt,interval, this year,1935
608.txt,dd months yyyy, December 2004,1326
608.txt,year, 2004,1028
608.txt,year, 1999,1687
608.txt,month,September,1522
1537.txt,month,November,323
1403.txt,interval, this week,137
1403.txt,interval, recent weeks,540
1403.txt,interval, midweek,699
1403.txt,interval, Saturday.,1029
952.txt,interval, New Year,221
952.txt,interval," the year,",681
952.txt,interval, Boxing Day,828
952.txt,interval, last week,935
952.txt,interval, face today.,1808
952.txt,interval, coming months,2234
952.txt,year, 2005,2710
952.txt,month,April,2397
952.txt,month,January,2410
1026.txt,immediate time,immediately,682
1026.txt,immediate time,immediately,3115
461.txt,interval, first day,589
461.txt,interval," Monday,",613
461.txt,interval, the year,700
461.txt,number of years,the year ,701
461.txt,year, 1984,430
1259.txt,interval, the season.,620
1259.txt,interval," next season,",921
1259.txt,interval, a year,1177
1259.txt,interval, last day,1577
1259.txt,interval, the season,1589
1259.txt,number of years,a year ,1178
1259.txt,year, 1946,793
1259.txt,year, 1957,802
1259.txt,month,January,1102
1178.txt,interval, a week,436
1178.txt,interval," Saturday,",889
1178.txt,interval, great week,1718
856.txt,interval," Friday,",253
856.txt,interval, Today,1052
856.txt,interval, first day,1867
856.txt,interval," Hobday,",2468
1386.txt,interval, this year,210
1386.txt,interval, next month,252
1386.txt,interval, Sunday.,1415
1386.txt,interval, next week,1554
1386.txt,deictic1,last Saturday,1164
1386.txt,year, 2002,678
1386.txt,year, 1500,834
1386.txt,year, 2003,896
1240.txt,interval," Wednesday,",204
1240.txt,interval, troubled season.,262
1240.txt,interval, the season,317
1240.txt,interval, Sunday.,565
1240.txt,interval, few weeks,741
1240.txt,interval, a season,826
102.txt,interval, last month,598
102.txt,interval," last year,",872
102.txt,interval, recent years,1090
102.txt,interval, per day,1412
102.txt,interval,half of today,2167
102.txt,interval," Thursday,",2588
102.txt,interval, a year,3010
102.txt,interval," Thursday,",3149
102.txt,number of years,"recent years,",1091
102.txt,number of years,a year ,3011
102.txt,year, 1990s,1465
102.txt,year, 1973,1609
102.txt,year, 2020,2134
102.txt,month,February,3250
735.txt,interval, just days,435
300.txt,interval, a year,499
300.txt,interval, this year,665
300.txt,interval," this month,",1033
300.txt,number of years,a year ,500
300.txt,number of years,this year ,666
300.txt,year, 2004,142
300.txt,year, 2004,402
300.txt,year, 2003,451
300.txt,year, 2003,604
482.txt,interval," all day,",648
482.txt,interval, this year,810
482.txt,interval, every week.,1636
482.txt,number of years,this year ,811
396.txt,month,December,676
1364.txt,interval, this week.,269
1364.txt,interval, last season.,546
1364.txt,interval," Tuesday,",686
2.txt,interval, a year,308
2.txt,interval, a year,421
2.txt,interval," full year,",1223
2.txt,number of years,a year ,309
2.txt,number of years,a year ,422
2.txt,year, 2004,261
2.txt,year, 2004,377
2.txt,year, 2005,502
2.txt,year, 2005,623
2.txt,year, 2004,1057
2.txt,year, 2004,1133
2.txt,year, 2003,1273
1104.txt,interval, 45 minutes,1271
429.txt,interval, Thursday.,288
429.txt,interval, last year.,617
429.txt,interval," Last year,",748
429.txt,interval," Sunday,",868
429.txt,Season, Summer ,507
429.txt,year, 2004,632
429.txt,year, 1972,886
429.txt,year, 2003,928
1046.txt,interval, next month,1472
1046.txt,month,February,755
1046.txt,month,February,1568
1502.txt,interval, first week,125
1502.txt,interval, first week,400
1502.txt,interval," last week,",576
1502.txt,interval," next week,",686
1502.txt,interval, last week,787
1502.txt,interval, the week,1077
1502.txt,interval, three days,1194
1502.txt,interval, opening week,1299
1502.txt,interval, the year.,1666
1502.txt,interval, last week,2062
1502.txt,year, 2001,1720
1502.txt,year, 2005,2355
1502.txt,month,November,1586
193.txt,interval, four days,303
193.txt,month,January,379
680.txt,numbers-time-deictic,two years ago,161
680.txt,interval, two years,160
680.txt,interval," Friday,",548
680.txt,interval, two years,1032
680.txt,number of years,two years ,1033
680.txt,year, 2003,282
680.txt,year, 1993,1526
897.txt,interval, this year,1001
897.txt,interval, 15 years,1106
897.txt,interval, five years,1314
897.txt,interval, last year,1394
897.txt,interval, five years,2324
897.txt,number of years,this year ,1002
897.txt,number of years,15 years ,1107
897.txt,number of years,five years ,1315
897.txt,number of years,last year ,1395
897.txt,number of years,five years ,2325
897.txt,month,July,997
897.txt,month,September,1882
1035.txt,interval, end years,1218
1035.txt,interval, recent years,2680
1035.txt,number of years,end years ,1219
1035.txt,number of years,recent years ,2681
1035.txt,year, 1970,1281
1035.txt,month,April,155
1100.txt,interval, recent weeks,354
1100.txt,interval," the minute,",653
1100.txt,interval," last season,",1057
966.txt,interval, for years,294
966.txt,interval, a year,404
966.txt,number of years,for years.,295
966.txt,number of years,a year ,405
966.txt,year, 2006,842
966.txt,year, 1997,1831
966.txt,year, 1997,1902
966.txt,year, 2005,2101
966.txt,year, 2008,2110
700.txt,numbers-time-deictic,two months ago,394
700.txt,interval, two months,393
700.txt,interval, this month.,722
700.txt,year, 2006,505
700.txt,year, 1952,803
700.txt,year, 1973,841
1150.txt,interval," a week,",104
1150.txt,interval," one minute,",230
1150.txt,interval, six years,749
1150.txt,interval," Friday,",835
1150.txt,interval, last week,1128
1150.txt,interval, this year.,1212
1150.txt,number of years,six years ,750
504.txt,interval, 60 years,833
504.txt,number of years,60 years ,834
504.txt,dd months yyyy, November 1998,583
504.txt,year, 1962,398
504.txt,year, 2002,693
504.txt,year, 2004,1369
24.txt,interval, this week,696
24.txt,interval,Today,825
24.txt,interval, recent months,1474
24.txt,interval, fifth month,2084
24.txt,interval, last year,2563
24.txt,interval," the year,",2875
24.txt,interval, a year,3086
24.txt,number of years,a year ,3087
24.txt,dd months yyyy, November 2003,159
24.txt,month,August,276
24.txt,month,November,2066
24.txt,month,November,2164
24.txt,month,October,2211
437.txt,interval, Thursday.,164
437.txt,interval, 11 days,258
437.txt,interval, last year,412
437.txt,interval, Thursday.,658
437.txt,interval, the years,1203
437.txt,interval, this year,1527
437.txt,number of years,the years.,1204
437.txt,year, 2005,321
437.txt,year, 1981,997
1455.txt,month,January,99
1455.txt,month,September,225
1455.txt,month,January,1005
1163.txt,interval, three weeks,1342
576.txt,interval, 25 years,463
576.txt,interval, a year,625
576.txt,interval, awards today,662
576.txt,interval, 25 years,2634
576.txt,interval, last year.,3751
576.txt,interval, Thursday.,3993
576.txt,interval, 25 years,4044
576.txt,interval, the week,4125
576.txt,interval, 25 years,4328
576.txt,interval, 25 years,4703
576.txt,interval, 25 years,4946
576.txt,interval, Mondays,5054
576.txt,interval, 25 years,5447
576.txt,interval, 25 years,5640
576.txt,interval, 25 years,5721
576.txt,interval, 25 years,5813
576.txt,interval, 25 years,6159
576.txt,interval, 25 years,6438
576.txt,interval, 5 years,6482
576.txt,interval, 25 years,6687
576.txt,interval, 25 years,6884
576.txt,interval, 25 years,7144
576.txt,interval," Britain today,",7666
576.txt,interval, five years,8930
576.txt,interval, 25 years,9211
576.txt,interval, afternoon,9860
576.txt,interval, five years,10163
576.txt,interval, eleven year,10515
576.txt,interval, 25 years,10619
576.txt,interval, 25 years,10705
576.txt,interval, 25 years,11208
576.txt,interval, 25 years,11458
576.txt,interval, 25 years,11630
576.txt,interval, 25 years,12114
576.txt,interval, this years,12235
576.txt,interval, 25 years,12312
576.txt,interval, 25 years,12583
576.txt,interval," music today,",12722
576.txt,interval, 25 years,12937
576.txt,interval, modern day,13277
576.txt,interval, 25 years,13372
576.txt,interval, music today.,13539
576.txt,interval, 25 years,13981
576.txt,interval, 25 years,14969
576.txt,interval, sad day,15118
576.txt,interval, 25 years,15327
576.txt,interval, 25 years,15394
576.txt,interval, 25 years,16094
576.txt,interval, 25 years,16365
576.txt,interval, 25 years,16966
576.txt,interval, 25year,17436
576.txt,interval, many years,18198
576.txt,interval, 25 years,18946
576.txt,Season, Fall,5017
576.txt,number of years,25 years.,464
576.txt,number of years,a year ,626
576.txt,number of years,25 years ,2635
576.txt,number of years,"25 years,",4329
576.txt,number of years,25 years ,4704
576.txt,number of years,25 years ,5641
576.txt,number of years,25 years.,5814
576.txt,number of years,25 years.,6160
576.txt,number of years,25 years ,6439
576.txt,number of years,5 years ,6483
